epoch,loss_tr,loss_te,corr_te
0,,5.187467177708943,0.028542668536973327
1,2.8279411058233244,3.4774565642530266,0.43602518134862006
2,2.63618816811629,3.431362429050484,0.44944637707906443
3,2.617219460130942,3.41758443972077,0.4540991218568787
4,2.601507817253922,3.399522525493545,0.45507660372259756
5,2.5818640598745057,3.4560580807502825,0.4675301745025858
6,2.5526704649732572,3.3610137550517765,0.4737274507273185
7,2.5207130117247805,3.3730891082021923,0.48169708608199835
8,2.4859587423729175,3.2586052441837814,0.4911224464219478
9,2.45724880695343,3.2297766407330832,0.49652203097056125
10,2.422036839555008,3.179456737306383,0.5056228592570174
11,2.388977940335418,3.1819366818726667,0.5151476014217236
12,2.3510963233432385,3.141233970420529,0.5170389823571258
13,2.317443885285445,3.0852392418215975,0.5329952314490797
14,2.2796723213460712,3.08063848572548,0.5280112289818375
15,2.251656977516232,3.0539777634119747,0.5363192973652534
16,2.2143875769894534,3.035671865699267,0.540662670199837
17,2.176066455515948,3.0087280803256564,0.5535647566076017
18,2.148901108238432,2.9816126239420186,0.5501714496066867
19,2.100876657649724,2.93581641442848,0.5595818642594167
20,2.064419550125045,2.9415430914271963,0.5605112342159546
21,2.041216970393152,2.9794108963976003,0.5515096564693559
22,1.996972081336108,2.8969286017947726,0.5681726850495633
23,1.9623698053335903,2.9153024506087255,0.5641852903967349
24,1.9311961450360038,2.90686397721069,0.5711563179766226
25,1.8990333327139266,2.9669008845030658,0.5689354339177943
26,1.8657086289892293,2.864108778009511,0.5765423568382384
27,1.8444579180442926,2.8684607641865507,0.5760713968507295
28,1.8150753980935221,2.8684313267168373,0.5786681427580274
29,1.7800304040764316,2.897465856990429,0.5803032476282354
30,1.7484043502446376,2.859948755514742,0.5766673286321181
31,1.7266306329255152,2.873739476155753,0.5745590259909952
32,1.7046475795784382,2.84089289349739,0.581140593923442
33,1.6790295758030631,2.81682763436828,0.5871367596060639
34,1.6532910574566235,2.8317232156040695,0.5832981239287828
35,1.6294737057854431,2.813852076578622,0.5857662328494451
36,1.6049764508550817,2.823378768232134,0.5854648741599904
37,1.5830374037978625,2.8383807413505786,0.5820107574724175
38,1.566316805403642,2.8388020191529786,0.5907705302902713
39,1.5448375356317772,2.802133494555348,0.5897002921817242
40,1.5269112364210264,2.8186652859052024,0.5866602308179777
41,1.5033349087744048,2.8387075614447546,0.5855256461000121
42,1.4923815411148649,2.8033049178845957,0.5883198653069789
43,1.4694671362939506,2.801668497047039,0.5905950604516147
44,1.4546767972936534,2.861837385880827,0.589101702646084
45,1.436147747918813,2.8441828314704125,0.5891500783444421
46,1.4203221409609823,2.9407248593340016,0.5893588749157646
47,1.403271542655097,2.8489035386027712,0.5892483736118546
48,1.38847835527526,2.840231118780194,0.5891847718944256
49,1.3760949403348595,2.805315389777675,0.5910673368400727
50,1.3628670359500732,2.8259795699456727,0.5902688881454881
51,1.3479566962429972,2.891724179489444,0.582824349810129
52,1.3320727944374084,2.839440461361047,0.5879238549199347
53,1.3220912212073201,2.8776984154576004,0.5905388308216002
54,1.3092194702288118,2.8248880583830553,0.5879117820153945
55,1.2932163573274709,2.8161558237942783,0.5914804527956481
56,1.2830674666346926,2.837614939068303,0.5919697202408258
57,1.271976461013158,2.8424293296505705,0.5923524260001846
58,1.259016192019588,2.821374038253168,0.5906399643906196
59,1.248631841606564,2.8616025616424254,0.5887492813428168
60,1.2360213004579448,2.8585639463530645,0.5898554554526099
61,1.2267878576360567,2.8615298385571952,0.5900031294205944
62,1.2164577814665707,2.8455066885611022,0.589359541222576
63,1.2054672247231608,2.8291741350684503,0.5917329215521785
64,1.1966992971873043,2.86069302667271,0.5912711750310767
65,1.1841353632584968,2.878296241615758,0.5887919769406456
66,1.1748158796267076,2.8643566062956145,0.5888047731255726
67,1.1637536127759953,2.8489844883331146,0.5909660474314031
68,1.1570870852229571,2.878614903700472,0.5873486084175352
69,1.1453779993033169,2.868370244599352,0.589670614981376
70,1.1362901287849503,2.8730550462549385,0.5874754733960269
