epoch,loss_tr,loss_te,corr_te
0,,5.247986546670548,-0.06588622320468324
1,2.8487955985045192,3.5517971497593503,0.4347379807965259
2,2.647484102935502,3.4277933005130654,0.45372973551926293
3,2.6270081894566313,3.431267382520618,0.4520475239263576
4,2.6130236950185566,3.420912802821458,0.46030633504033913
5,2.600641219603895,3.388423954597627,0.4565753305733982
6,2.573274343603789,3.353900332041461,0.472336228789916
7,2.5445073400482987,3.3019778150500674,0.4791925909773074
8,2.5081687003675133,3.2791362362678607,0.48489050741682466
9,2.4803304389269667,3.2414791854945095,0.49128228007709307
10,2.4528939588503405,3.2047056296859124,0.5002612352622707
11,2.4273903451182623,3.4512837017425384,0.5071088727584494
12,2.401676846875085,3.1581004195743136,0.5166494025094773
13,2.3725616754305485,3.156168683008714,0.5164756729148455
14,2.3278845873746006,3.122455713122782,0.524761334209737
15,2.2994999403905387,3.0854600126093086,0.5300372075318652
16,2.2694430023130745,3.0467314629843743,0.5399131112468911
17,2.2301018409656757,3.0602351673925767,0.5476664670610514
18,2.19516055782636,2.9962655546689274,0.5489913883323283
19,2.152522128639799,2.9881214734279746,0.5496835166459306
20,2.1256637654521247,3.00353213151296,0.5509914665615452
21,2.089799697350974,2.9746624243379842,0.5559381384647544
22,2.0580373072262965,2.9522192339704496,0.5616665686782241
23,2.0211758381790585,2.962582447914162,0.554658058138292
24,1.9876891910427748,2.9600607229001596,0.5571039436305635
25,1.9594557586342398,2.9246077362937157,0.5642203956051142
26,1.9293802615368005,2.9122712347242565,0.5647567389434904
27,1.9022989285112633,2.9059218469292225,0.5671152613279986
28,1.868640977023828,2.8935102109957223,0.5707206231178125
29,1.850837852617707,2.933760785695278,0.5636416565809392
30,1.8173431720998552,2.8776627056526416,0.5742816875311599
31,1.7940671832272501,2.8870220852620676,0.5724746962441073
32,1.7699158570983193,2.8782243072384537,0.574842322773227
33,1.7416199873192142,2.8496328429742293,0.5776821618812316
34,1.722019023064411,2.9002437302560518,0.5749289638986221
35,1.6966683798366122,3.0053087593329075,0.5739198168952978
36,1.674437391336518,2.884580084771821,0.5755838622549888
37,1.6545000985415295,2.92605621646149,0.5801572362732895
38,1.6301618317763011,2.9067639714539655,0.5820536436312259
39,1.6125831224701621,2.8317003123687976,0.582619704693787
40,1.593446792978229,2.8467471756116307,0.5810581937073953
41,1.5738031828042232,2.8516275461273963,0.578790816819497
42,1.5558907151824297,2.861721422335114,0.5815344794715687
43,1.537350460435405,2.8466438410258053,0.5824469477465385
44,1.5200251548579244,2.8499825223527773,0.5818924428339671
45,1.5030116080635725,2.8580927132356044,0.5777326956024736
46,1.4907699242384747,2.85342172239766,0.5811454521850293
47,1.4710241444785186,2.863656886298247,0.5828558811955014
48,1.462683471164318,2.857570200255423,0.5836379141983338
49,1.4436295788095455,2.8316582989211034,0.5832321040714764
50,1.4222508855540343,2.8455021369336833,0.5847729286421733
51,1.410935202933321,2.9477393922179638,0.5831767983027842
52,1.397866550118032,2.8222416007157527,0.5888261606823976
53,1.3826521755468966,2.849904527567854,0.5858891309007573
54,1.3685987636898502,2.8678308099207253,0.5824528163056322
55,1.3579843896205979,2.8914649859823363,0.5873239757702692
56,1.343230467854124,2.8892384334044023,0.5846089955649665
57,1.3327932517335872,2.8266285176228996,0.5862891906100587
58,1.319620438597419,2.8594257855656173,0.5846618516185402
59,1.3090300042219836,2.8342798177642052,0.5875406746971961
60,1.2951381724290174,2.858861394000776,0.5826877871020569
61,1.282954162720478,2.84611324770282,0.586521590655201
62,1.2715408937497572,2.8626042164937413,0.5865796335850143
63,1.262226587895191,2.8495923383067354,0.5872406699477103
64,1.2500701624937731,2.840191486507955,0.5895374932915849
65,1.2409045377162973,2.8517149090766907,0.5849890357075335
66,1.2290211509574542,2.838641004730957,0.588424094897028
67,1.2235084022536422,2.866986895450438,0.5901860274311456
68,1.211882509667464,2.8609245148572056,0.5856741794586315
69,1.20210622988566,2.831505490673913,0.589845982585772
70,1.1965286939433126,2.8721600487978773,0.5882292640677844
