epoch,loss_tr,loss_te,corr_te
0,,5.246769256061977,0.02861070852879781
1,3.0409436833978902,3.753616967586556,0.3556139865159461
2,2.896015663339634,3.727592771703547,0.36429229376814826
3,2.8777785445704605,3.7040108984166924,0.3671584147296506
4,2.8700803241344413,3.6945797313343394,0.37131470862100446
5,2.8673165326166634,3.7228903854736175,0.3704317705935415
6,2.862135629461269,3.722312538912802,0.3726693041114998
7,2.8543389493768867,3.6826336299530182,0.3729025912202028
8,2.8432144257757397,3.6520622210069136,0.3830099953525016
9,2.8256169569612752,3.620819395238703,0.3896121727895543
10,2.797627830746198,3.586145953698592,0.40180133685875824
11,2.780552206617413,3.5831269844613893,0.4076629360504349
12,2.747659955963944,3.5727485725373933,0.4204610023684555
13,2.7204214722821205,3.512505212215462,0.4291068474213975
14,2.691393831462571,3.4772657384776107,0.43482487938688213
15,2.6600069758867977,3.4268157927676883,0.4465089001279796
16,2.6250178910265065,3.4077443570801704,0.454541779891951
17,2.6009721298410433,3.371442133730108,0.4622782549775974
18,2.566265253105549,3.354848779813208,0.4669965822117892
19,2.5371973972127897,3.33558733415122,0.4766004759024461
20,2.5087082187334695,3.2967115122862536,0.47973233628851625
21,2.4764606585406295,3.2951451828985503,0.48646342093164885
22,2.447052986934932,3.266616637056524,0.4873475480183165
23,2.4289119625934448,3.3130379277046282,0.49028514874482043
24,2.388987113731076,3.3384200575375798,0.4970281215701047
25,2.3577370887452904,3.2156394563540065,0.4994239749448061
26,2.3251770060471815,3.222148992798545,0.4982983015785993
27,2.3073551025655537,3.231044854178573,0.50127103335097
28,2.27504190110197,3.1817073472822557,0.5119016180966359
29,2.2522146147910993,3.1887522610751065,0.5090812003415769
30,2.2212962833317844,3.1917502783765697,0.5106568922197134
31,2.1964420935120246,3.462650101594251,0.5117026718869212
32,2.167894573524745,3.1726004698059778,0.5191096832435144
33,2.1430668629179097,3.1414335279753716,0.5153760318517967
34,2.123672351692662,3.139062337201051,0.516818515590819
35,2.094269079090369,3.144821616134258,0.5196079002324961
36,2.073892082529839,3.12043114021571,0.521441351567024
37,2.049373512617265,3.1474622668641987,0.5162877667165438
38,2.03045036666321,3.1088705249507016,0.5213966547263899
39,2.006594669036191,3.1164496101514256,0.5209521870997028
40,1.9885768553223273,3.127826609996834,0.521548511171721
41,1.9687378545000096,3.1346876850031844,0.5200608446815512
42,1.9514264082065735,3.1250817498775443,0.5209510128334761
43,1.925343751606315,3.197580191824171,0.5222030166108186
44,1.910481121804979,3.1323263031063657,0.5190292448304296
45,1.890785692316113,3.122724696843311,0.5221348082482268
46,1.8729853633076254,3.1398580688418765,0.5201310313629891
47,1.853338507690815,3.1395032092778368,0.522956128930351
48,1.837686326166596,3.1382660516584764,0.5196809064861763
49,1.8202281485904346,3.121145081038427,0.521464446280161
50,1.8112528522809346,3.168395904579548,0.5165004657583769
51,1.793353299299876,3.14758138825195,0.5190066583760935
52,1.777594982373594,3.175420677421069,0.5158876100609088
53,1.7606464332402354,3.164094769593441,0.5220202478246371
54,1.7501694457699555,3.1785001658430003,0.5190099353709002
55,1.729857717198555,3.162326282925076,0.5201571912448063
56,1.715876853225207,3.1629226665304166,0.5193005311233765
57,1.70104561580552,3.140060953419618,0.5212164190488734
58,1.688604208857122,3.1768619062924626,0.5180120743778454
59,1.6746619578563806,3.1782822831712587,0.5171909418948577
60,1.6617020693692295,3.198211673534278,0.514857172683946
61,1.647515883951476,3.1615698903498024,0.518565152762331
62,1.6356443181784466,3.230570648655747,0.5149912104176212
63,1.6256435522527406,3.199820065739179,0.5119363202121138
64,1.6116586514193603,3.1734072487763685,0.51543187599999
65,1.5965377390384674,3.175266895631347,0.5163846547918737
66,1.58716770314207,3.2195460206330426,0.5155567928320076
67,1.5751603625037454,3.1749864274805244,0.514073984871517
68,1.568373100625144,3.2181626931585448,0.5155389058457205
69,1.5541700290309057,3.219237966970964,0.5172107555316338
70,1.5403216336712693,3.1905580325560137,0.5154967710872582
