epoch,loss_tr,loss_te,corr_te
0,,5.212244213229478,0.019202358300640834
1,2.8583572874165544,3.527064527526046,0.42648927499308875
2,2.670046100712786,3.550906944756556,0.435663143135374
3,2.648026684317926,3.4352230989571773,0.44949284111835935
4,2.6348507858888066,3.4308673426358385,0.4492060501283421
5,2.6185872804636907,3.4444440747752334,0.45064561885163984
6,2.607787038340713,3.3945102468885557,0.454443379445541
7,2.588571944020011,3.3848950549809618,0.46127505528847523
8,2.5606620889721494,3.3348497670106214,0.46894852803924125
9,2.5261084979230706,3.2943299382624,0.4802406831963174
10,2.4974513457279013,3.2703207779412318,0.49089890278903764
11,2.4650414384374715,3.2339116864734225,0.49845185337064457
12,2.419073482956549,3.1791370468910296,0.5072647953864797
13,2.380836659910703,3.1471180187331305,0.5219444636086787
14,2.331591688021265,3.1053239347958805,0.5243579454116996
15,2.2863061021674764,3.0633688852040453,0.5351748438777628
16,2.27452416070784,3.149386646771672,0.5337401044030814
17,2.2014583863995294,3.046800875302517,0.5369934149321354
18,2.1639694101882703,2.98121099158971,0.5509854049242022
19,2.119692110353046,2.9766244244093847,0.5506123577532209
20,2.076959082574555,2.9532799088593684,0.5618647413784975
21,2.029947915161499,3.015683893001441,0.5481462671387101
22,1.9968926939699385,2.9959478059200326,0.5610336920844753
23,1.9708857524274574,2.9419272162697534,0.5601655605268039
24,1.9318602413240105,2.933044060914203,0.5690116673580606
25,1.8983437677826545,2.901619725757175,0.5676236064661699
26,1.8697045141398305,2.9461938774946965,0.5703155785592056
27,1.8362359217923097,2.876495947741499,0.5733334663418521
28,1.811508654042928,2.8742045146046262,0.5777880664193599
29,1.7837232601160955,2.922645698894154,0.5742892938819177
30,1.761088424860829,2.8771749289348874,0.5752910705491978
31,1.7347892288005713,2.879260367817349,0.5788286124455616
32,1.708301652862568,2.854856612104358,0.5802940579404487
33,1.6838349663850032,2.8677588087139707,0.5737749173165899
34,1.6609336279257378,2.86710222381534,0.577649131513222
35,1.6437022378950408,2.8655209451010735,0.5772554868834348
36,1.615487278109849,2.9126492064408582,0.5744605704796122
37,1.598000530943726,2.8541781408618196,0.5789416563599626
38,1.57478261626128,2.856275231549234,0.577650673111122
39,1.5606529670532303,2.860026129568466,0.5800350782703063
40,1.5416916979081703,2.8543751625099567,0.5761491460800512
41,1.524895765865692,2.9051530794663862,0.5763688306472146
42,1.5092838939392206,2.8634270772789465,0.5789576061815738
43,1.49174908526016,2.872495017870508,0.5798525620485949
44,1.4762555562486552,2.89767364420072,0.5758941453387568
45,1.4616542979322298,2.884443933313543,0.581124460617707
46,1.4415248822082172,2.905151337084144,0.5700640992760758
47,1.4279689108482514,2.8659529198299754,0.5792869297505604
48,1.413307041230828,2.862110724352827,0.5778458051535353
49,1.4047959787074966,2.8917356386329187,0.5772566061920753
50,1.389245483008298,2.904173412708321,0.573853315509315
51,1.3781667559435873,2.890033746006513,0.575390823357937
52,1.3623737740998316,2.90412394868003,0.5730860404050299
53,1.3516211055143914,2.8985824566898923,0.5762909418146643
54,1.3371565338939126,2.893254700333181,0.5769265355373253
55,1.326597551504771,2.947789925517458,0.5729649833849927
56,1.3169411592411273,2.970969187490868,0.5677623281586197
57,1.3022504271280886,2.891371316379971,0.5769578759725734
58,1.290629333317882,2.9057283985494364,0.5751159423375163
59,1.2854530967847266,2.9374836303971033,0.5710492433738947
60,1.2709083241043668,2.90567590552147,0.5735657913077705
61,1.261236279299765,2.9169992401142313,0.575156597939893
62,1.2518798284458392,2.9094024005562367,0.5736116889873074
63,1.2429352113694856,2.9164610860323665,0.5722329653630007
64,1.2330935925546318,2.9548885978833592,0.5696808544919343
65,1.223287772349637,2.9551917543314925,0.5716897084471364
66,1.213540440556979,2.929807834552996,0.5753607906784756
67,1.205727452581579,2.926131733138152,0.5721751984465311
68,1.1964993124658412,2.9370530765466016,0.5703667021614375
69,1.1904757242612165,2.9326268007056884,0.5701617794380869
70,1.17903900116381,2.935000040314414,0.5728570514700884
