epoch,loss_tr,loss_te,corr_te
0,,5.183741824795502,-0.010431019746524845
1,2.8422214789221987,3.4846196728523333,0.42945329885790995
2,2.6508409519388216,3.438441083888815,0.4481239893925836
3,2.629936665597588,3.421542165857373,0.4493509511711651
4,2.6191230919023956,3.425315707018881,0.4510048865319125
5,2.6068421259070886,3.4248927362037427,0.4494104309975476
6,2.59069671564632,3.3850713035072943,0.4648315019896506
7,2.560936024694732,3.318094466069732,0.47537162069181327
8,2.5303969566870217,3.3222764333089194,0.47484391206027277
9,2.4949014490903028,3.2954644663165316,0.49132348566056994
10,2.458983641080182,3.208585858947099,0.49998161087738724
11,2.4257655026334706,3.184932207218324,0.5114138110371909
12,2.391169820771073,3.148168677031392,0.5164559904039246
13,2.3590722382068634,3.141812721888224,0.5153861285084212
14,2.327471242107526,3.092101559494481,0.5259654091994372
15,2.298937755100655,3.061382639287698,0.5346838095421964
16,2.264233780629707,3.1662770762588037,0.536761962546924
17,2.2290580769379935,3.0296728617013104,0.5407643755795342
18,2.2001351665968847,3.0698590326790858,0.5488722875038542
19,2.1653306538408454,3.2608528239558443,0.5497929944356745
20,2.1281741357812978,2.9572238964263837,0.5570862426750516
21,2.10909512157392,2.946761876645714,0.5582685991751549
22,2.072596565641538,2.9566445170026836,0.5569877168545408
23,2.0444006609796275,2.9331766758302247,0.5629467387781455
24,2.0156766408019595,2.9320494117158833,0.5693786750008518
25,1.9980413928778484,2.9446959694226584,0.5615134403372892
26,1.9669996427767205,2.9339158294176815,0.5700931677238613
27,1.9399717651834392,2.9049317776554764,0.569407817070286
28,1.920194647829942,2.8735522260569564,0.573300524652845
29,1.8927328153090044,2.9161610025348086,0.5768394796051092
30,1.868365823921531,2.883206601094718,0.5725592358961082
31,1.8504829761957882,2.852584217533921,0.5790968646734311
32,1.82513602123116,2.8636292411823465,0.5761393582732108
33,1.8045064963475623,2.8655876234324293,0.5758132884824804
34,1.8109283823557574,2.8756036529637345,0.5723942539524896
35,1.7673400685642704,2.8489083756100047,0.5773622389953893
36,1.746868766919531,2.876088477746405,0.5848910131078969
37,1.7316302235680396,2.838500454570308,0.5808950875805172
38,1.7114141649670072,2.8932482196827127,0.5832057626712384
39,1.6911691755357414,2.82282131308257,0.5830326696088891
40,1.6714678728821302,2.8682822597147237,0.58331829329257
41,1.6587339537312287,2.8680353778781313,0.5819549914424291
42,1.6375913448405988,2.8619629030275826,0.5810526079503168
43,1.624883552994391,2.825622720549805,0.5885262382255727
44,1.6066581263686672,2.8256781101226807,0.5844333630354772
45,1.5959076640581844,2.8664526867144033,0.579204674212459
46,1.5813606056300076,2.861878340894526,0.584151809712979
47,1.5643315236977857,2.8647077878316245,0.5815973719402812
48,1.5517334393178575,2.8624064055356113,0.5813080142395833
49,1.536292373230963,2.8308370528799114,0.5841366280744047
50,1.5228074734861201,2.844258837627642,0.5845777122601161
51,1.5103891061411963,2.858339720904225,0.5838569991435385
52,1.499627243388783,2.863812480309997,0.5839706500004506
53,1.4860155672738047,2.859411181223513,0.5831401097997843
54,1.4747532344225682,2.8923598070337313,0.5821999815166294
55,1.4659941849684475,2.8633281564471695,0.5839187726931945
56,1.4531897824219984,2.866225582180601,0.5849033167405473
57,1.4388042841896866,2.884901990794172,0.5832390623580782
58,1.4255812339710467,2.8718318096315016,0.5838510184055269
59,1.4180649561111374,2.887975205676724,0.5849319337433327
60,1.4076284886610628,2.8652184111903414,0.5809804867197558
61,1.3941482501198548,2.8756559256351357,0.5832596555319205
62,1.3856431902056994,2.90432971535307,0.5800661938485627
63,1.3741578152685454,2.876128497749868,0.5803288327303331
64,1.3659860907178936,2.8799332873989836,0.5839240301192605
65,1.3558954801222292,2.8692055772049256,0.5853460532613648
66,1.3465156082553094,2.9066812432173528,0.58027289139465
67,1.3376322177925495,2.918665307940859,0.5821719039461897
68,1.3257721722728075,2.921785187841666,0.5819775975070371
69,1.3204744108999618,2.9122949363005284,0.5780878856363926
70,1.312077283859253,2.908895979023943,0.5816539763023496
